dep,ratio,sexe,jour,jour_fr,tx_incid,tx_pos,tx_occupation_sae,R,hosp,rea,rad,dc,indic_dc,indic_rad
58,20.59,0,2020-03-29,29 mars 2020,0,0,138,0,1.31,0.44,0.24,0.24,0.1,0.19
59,261.39,0,2020-03-29,29 mars 2020,0,0,128,0,2.96,0.99,1.3,0.51,0.08,0.18
60,82.98,0,2020-03-29,29 mars 2020,0,0,128,0,4.29,0.88,3.25,1.8,0.24,0.4
61,28.25,0,2020-03-29,29 mars 2020,0,0,87,0,2.23,0.46,1.77,0.28,0.07,0.25
62,147.51,0,2020-03-29,29 mars 2020,0,0,128,0,2.46,0.83,1.21,0.28,0.05,0.2
63,65.52,0,2020-03-29,29 mars 2020,0,0,134,0,1.18,0.5,0.7,0.06,0.02,0.17
64,67.72,0,2020-03-29,29 mars 2020,0,0,58,0,1.18,0.44,0.96,0.19,0.04,0.24
65,22.75,0,2020-03-29,29 mars 2020,0,0,69,0,1.89,0.31,0.97,0.22,0.09,0.13
66,48.21,0,2020-03-29,29 mars 2020,0,0,69,0,2.61,0.77,2.59,0.35,0.04,0.39
67,112.53,0,2020-03-29,29 mars 2020,0,0,209,0,9.46,2.51,5.2,2.33,0.27,0.81
68,76.76,0,2020-03-29,29 mars 2020,0,0,209,0,14.4,2.12,11.61,5.97,0.47,1.25
69,187.81,0,2020-03-29,29 mars 2020,0,0,134,0,6.47,1.54,3.03,1.05,0.11,0.32
70,23.43,0,2020-03-29,29 mars 2020,0,0,138,0,3.46,0.77,2.94,1.41,0.26,0.47
71,55.31,0,2020-03-29,29 mars 2020,0,0,138,0,3.45,0.67,3.27,1.14,0.13,0.4
72,56.69,0,2020-03-29,29 mars 2020,0,0,97,0,1.92,0.44,1.38,0.32,0.07,0.21
73,43.38,0,2020-03-29,29 mars 2020,0,0,134,0,2.65,0.83,2.77,0.35,0.18,0.76
74,82.97,0,2020-03-29,29 mars 2020,0,0,134,0,3.33,1.02,3.04,0.66,0.11,0.41
75,216.85,0,2020-03-29,29 mars 2020,0,0,212,0,13.83,3.73,5.59,2.53,0.32,0.64
76,125.70,0,2020-03-29,29 mars 2020,0,0,87,0,2.78,0.89,1.15,0.44,0.08,0.22
77,142.27,0,2020-03-29,29 mars 2020,0,0,212,0,4.88,1.29,2.95,0.85,0.13,0.5
78,143.84,0,2020-03-29,29 mars 2020,0,0,212,0,6.35,1.31,3.16,1.17,0.15,0.44
79,37.57,0,2020-03-29,29 mars 2020,0,0,58,0,0.88,0.24,0.72,0.21,0.08,0.13
80,57.02,0,2020-03-29,29 mars 2020,0,0,128,0,5.82,1.26,2.72,1.21,0.25,0.6
81,39.24,0,2020-03-29,29 mars 2020,0,0,69,0,1.55,0.61,0.48,0.08,0.03,0.13
82,26.26,0,2020-03-29,29 mars 2020,0,0,69,0,0.53,0.27,0.11,0.08,0.04,0.04
83,107.18,0,2020-03-29,29 mars 2020,0,0,91,0,2.02,0.49,2.1,0.3,0.06,0.21
84,56.61,0,2020-03-29,29 mars 2020,0,0,91,0,1.45,0.41,1.13,0.25,0.07,0.16
85,68.02,0,2020-03-29,29 mars 2020,0,0,97,0,1.1,0.29,0.56,0.22,0.07,0.15
86,43.81,0,2020-03-29,29 mars 2020,0,0,58,0,1.07,0.48,0.78,0.37,0.07,0.14
87,37.42,0,2020-03-29,29 mars 2020,0,0,58,0,1.79,0.53,0.69,0.19,0.03,0.16
88,36.49,0,2020-03-29,29 mars 2020,0,0,209,0,7.29,1.18,5.02,3.12,0.25,0.63
89,33.83,0,2020-03-29,29 mars 2020,0,0,138,0,3.02,0.62,0.92,0.33,0.09,0.3
90,14.45,0,2020-03-29,29 mars 2020,0,0,138,0,15.16,3.18,10.73,5.74,0.76,2.21
91,131.37,0,2020-03-29,29 mars 2020,0,0,212,0,6.93,1.46,1.91,0.81,0.15,0.24
92,161.28,0,2020-03-29,29 mars 2020,0,0,212,0,11.96,2.41,4.74,1.66,0.24,0.61
93,164.61,0,2020-03-29,29 mars 2020,0,0,212,0,7.96,1.39,3.06,1.6,0.23,0.53
94,140.12,0,2020-03-29,29 mars 2020,0,0,212,0,11.78,2.08,4.57,2,0.33,0.61
95,124.27,0,2020-03-29,29 mars 2020,0,0,212,0,6.66,1.29,5.11,1.71,0.21,0.57
971,39.07,0,2020-03-29,29 mars 2020,0,0,63,0,1.13,0.44,0.9,0.2,0.05,0.23
972,37.12,0,2020-03-29,29 mars 2020,0,0,77,0,1.72,0.54,0.94,0.08,0.05,0.19
973,28.16,0,2020-03-29,29 mars 2020,0,0,8,0,0.25,0.04,0.21,0,0,0.18
974,86.58,0,2020-03-29,29 mars 2020,0,0,12,0,0.66,0.07,0.45,0,0,0.12
976,25.92,0,2020-03-29,29 mars 2020,0,0,50,0,0.69,0.12,0.27,0.08,0.08,0.19
1,64.97,0,2020-04-05,5 avr 2020,0,0,140,0,1.97,0.52,2.03,0.65,0.08,0.23
2,53.43,0,2020-04-05,5 avr 2020,0,0,133,0,5.24,0.82,5.33,2.62,0.17,0.58
3,33.90,0,2020-04-05,5 avr 2020,0,0,140,0,1.77,0.65,2.18,0.35,0.06,0.18
4,16.17,0,2020-04-05,5 avr 2020,0,0,96,0,2.16,0.43,3.9,0.25,0.06,0.43
5,14.16,0,2020-04-05,5 avr 2020,0,0,96,0,4.52,1.2,4.8,0.14,0.07,0.56
6,108.06,0,2020-04-05,5 avr 2020,0,0,96,0,2.57,0.81,2.3,0.62,0.07,0.19
7,32.86,0,2020-04-05,5 avr 2020,0,0,140,0,3.26,0.79,5.54,1.22,0.12,0.3
8,27.13,0,2020-04-05,5 avr 2020,0,0,204,0,2.95,0.66,2.1,0.48,0.07,0.29
9,15.23,0,2020-04-05,5 avr 2020,0,0,71,0,1.31,0.33,0.98,0.07,0,0.26
10,31.16,0,2020-04-05,5 avr 2020,0,0,204,0,7.03,0.87,6.29,1.96,0.35,3.05
11,37.02,0,2020-04-05,5 avr 2020,0,0,71,0,2.57,0.49,2.59,1,0.11,0.24
12,28.11,0,2020-04-05,5 avr 2020,0,0,71,0,2.1,0.32,2.06,0.6,0.07,0.25
13,204.39,0,2020-04-05,5 avr 2020,0,0,96,0,5.72,1.31,5.98,0.85,0.12,0.68
14,69.58,0,2020-04-05,5 avr 2020,0,0,94,0,2.39,0.85,1.18,0.47,0.1,0.14
15,14.42,0,2020-04-05,5 avr 2020,0,0,140,0,1.94,0.62,0.62,0,0,0.21
16,35.20,0,2020-04-05,5 avr 2020,0,0,64,0,0.48,0.2,0.85,0.23,0.06,0.06
17,64.82,0,2020-04-05,5 avr 2020,0,0,64,0,1.4,0.4,0.88,0.34,0.06,0.12
18,30.48,0,2020-04-05,5 avr 2020,0,0,118,0,2.17,0.56,1.15,0.95,0.13,0.23
19,24.19,0,2020-04-05,5 avr 2020,0,0,64,0,1.9,0.5,1.53,0.54,0.08,0.25
21,53.68,0,2020-04-05,5 avr 2020,0,0,149,0,6.52,1.47,7.49,1.97,0.2,0.6
22,59.87,0,2020-04-05,5 avr 2020,0,0,87,0,1.25,0.28,0.99,0.3,0.03,0.22
23,11.87,0,2020-04-05,5 avr 2020,0,0,64,0,2.61,1.18,0.76,0.34,0.17,0.42
24,41.26,0,2020-04-05,5 avr 2020,0,0,64,0,0.68,0.15,0.78,0.02,0,0.12
25,54.09,0,2020-04-05,5 avr 2020,0,0,149,0,3.68,1.5,4.58,1.26,0.13,0.37
26,51.62,0,2020-04-05,5 avr 2020,0,0,140,0,5.04,1.38,3.97,1.49,0.12,0.5
27,61.02,0,2020-04-05,5 avr 2020,0,0,94,0,1.54,0.2,0.77,0.54,0.11,0.23
28,43.40,0,2020-04-05,5 avr 2020,0,0,118,0,4.65,0.71,3.41,0.94,0.12,0.46
29,91.05,0,2020-04-05,5 avr 2020,0,0,87,0,1.27,0.47,0.9,0.14,0.02,0.1
2A,15.99,0,2020-04-05,5 avr 2020,0,0,144,0,5.07,1.44,3.31,2.06,0.19,0.25
2B,17.79,0,2020-04-05,5 avr 2020,0,0,144,0,0.96,0.17,3.88,0.17,0.06,0.22
30,74.82,0,2020-04-05,5 avr 2020,0,0,71,0,1.47,0.57,1.28,0.31,0.05,0.17
31,138.84,0,2020-04-05,5 avr 2020,0,0,71,0,1.8,0.78,1.79,0.2,0.02,0.16
32,19.13,0,2020-04-05,5 avr 2020,0,0,71,0,1.52,0.26,1.1,0.47,0.05,0.26
33,161.08,0,2020-04-05,5 avr 2020,0,0,64,0,1.96,0.63,2.63,0.4,0.05,0.26
34,116.00,0,2020-04-05,5 avr 2020,0,0,71,0,2.28,0.61,3.23,0.64,0.07,0.27
35,107.39,0,2020-04-05,5 avr 2020,0,0,87,0,1.61,0.46,1.26,0.36,0.08,0.17
36,21.85,0,2020-04-05,5 avr 2020,0,0,118,0,3.84,0.5,1.05,1.37,0.18,0.23
37,61.11,0,2020-04-05,5 avr 2020,0,0,118,0,3.27,1.05,1.69,0.54,0.08,0.16
38,127.28,0,2020-04-05,5 avr 2020,0,0,140,0,1.96,0.52,1.63,0.35,0.04,0.22
39,25.94,0,2020-04-05,5 avr 2020,0,0,149,0,4.32,0.62,2.51,1,0.15,0.31
40,41.18,0,2020-04-05,5 avr 2020,0,0,64,0,0.73,0.34,0.75,0.22,0.07,0.17
41,33.26,0,2020-04-05,5 avr 2020,0,0,118,0,3.1,0.51,1.83,0.63,0.09,0.3
42,76.25,0,2020-04-05,5 avr 2020,0,0,140,0,6.39,1.4,4.14,1.36,0.14,0.43
43,22.74,0,2020-04-05,5 avr 2020,0,0,140,0,1.32,0.31,1.98,0.22,0.04,0.26
44,141.33,0,2020-04-05,5 avr 2020,0,0,101,0,2.04,0.5,1.61,0.44,0.03,0.16
45,68.15,0,2020-04-05,5 avr 2020,0,0,118,0,4.06,1.17,2.91,0.57,0.07,0.32
46,17.15,0,2020-04-05,5 avr 2020,0,0,71,0,1.17,0.58,3.09,0.12,0.06,0.47
47,33.32,0,2020-04-05,5 avr 2020,0,0,64,0,0.93,0.21,0.51,0.12,0.03,0.09
48,7.55,0,2020-04-05,5 avr 2020,0,0,71,0,1.06,0.13,1.46,0,0,0.26
49,82.07,0,2020-04-05,5 avr 2020,0,0,101,0,2.47,0.67,2.95,0.65,0.07,0.26
50,49.70,0,2020-04-05,5 avr 2020,0,0,94,0,1.59,0.48,1.07,0.42,0.04,0.16
51,57.33,0,2020-04-05,5 avr 2020,0,0,204,0,6.84,1.24,7.31,2.29,0.3,0.77
52,17.51,0,2020-04-05,5 avr 2020,0,0,204,0,6.57,1.09,4.45,2.28,0.46,0.63
53,30.63,0,2020-04-05,5 avr 2020,0,0,101,0,2.48,0.49,1.27,0.59,0.1,0.29
54,73.31,0,2020-04-05,5 avr 2020,0,0,204,0,6.98,2.39,5.32,2.33,0.33,0.65
55,18.74,0,2020-04-05,5 avr 2020,0,0,204,0,9.02,1.28,9.77,2.4,0.32,1.01
56,75.35,0,2020-04-05,5 avr 2020,0,0,87,0,2.04,0.46,2.57,0.78,0.07,0.29
57,103.86,0,2020-04-05,5 avr 2020,0,0,204,0,10.13,1.67,7.84,4.5,0.3,0.62
58,20.59,0,2020-04-05,5 avr 2020,0,0,149,0,2.57,0.53,0.73,0.34,0.05,0.15
59,261.39,0,2020-04-05,5 avr 2020,0,0,133,0,3.58,1.07,2.6,0.95,0.08,0.28
60,82.98,0,2020-04-05,5 avr 2020,0,0,133,0,5.35,0.88,5.15,2.46,0.2,0.58
61,28.25,0,2020-04-05,5 avr 2020,0,0,94,0,2.65,0.53,3.47,0.57,0.07,0.39
62,147.51,0,2020-04-05,5 avr 2020,0,0,133,0,3.1,0.85,2.39,0.65,0.08,0.35
63,65.52,0,2020-04-05,5 avr 2020,0,0,140,0,1.28,0.63,1.21,0.27,0.06,0.17
64,67.72,0,2020-04-05,5 avr 2020,0,0,64,0,1.43,0.43,1.4,0.24,0.03,0.13
65,22.75,0,2020-04-05,5 avr 2020,0,0,71,0,3.25,0.31,2.02,0.35,0.09,0.31
66,48.21,0,2020-04-05,5 avr 2020,0,0,71,0,2.18,0.73,3.84,0.44,0.04,0.29
67,112.53,0,2020-04-05,5 avr 2020,0,0,204,0,9.84,2.43,8.49,3.07,0.16,0.78
68,76.76,0,2020-04-05,5 avr 2020,0,0,204,0,13.76,1.98,16,7.5,0.53,1.06
69,187.81,0,2020-04-05,5 avr 2020,0,0,140,0,6.66,1.62,5.48,1.62,0.13,0.65
70,23.43,0,2020-04-05,5 avr 2020,0,0,149,0,3.88,0.77,4.27,2.05,0.3,0.51
71,55.31,0,2020-04-05,5 avr 2020,0,0,149,0,3.49,0.69,4.66,1.65,0.14,0.42
72,56.69,0,2020-04-05,5 avr 2020,0,0,101,0,2.59,0.42,2.08,0.44,0.04,0.18
73,43.38,0,2020-04-05,5 avr 2020,0,0,140,0,2.84,0.81,4.4,0.53,0.07,0.44
74,82.97,0,2020-04-05,5 avr 2020,0,0,140,0,3.54,1.14,4.66,1.01,0.1,0.4
75,216.85,0,2020-04-05,5 avr 2020,0,0,233,0,14.84,3.94,9.83,4,0.32,0.89
76,125.70,0,2020-04-05,5 avr 2020,0,0,94,0,2.9,0.92,2.18,0.74,0.07,0.24
77,142.27,0,2020-04-05,5 avr 2020,0,0,233,0,5.61,1.46,5.67,1.57,0.16,0.67
78,143.84,0,2020-04-05,5 avr 2020,0,0,233,0,7.34,1.34,5.03,1.79,0.14,0.35
79,37.57,0,2020-04-05,5 avr 2020,0,0,64,0,1.01,0.32,0.53,0.24,0.03,0.08
80,57.02,0,2020-04-05,5 avr 2020,0,0,133,0,6.42,1.35,4.79,2.07,0.23,0.7
81,39.24,0,2020-04-05,5 avr 2020,0,0,71,0,1.55,0.69,1.35,0.25,0.05,0.18
82,26.26,0,2020-04-05,5 avr 2020,0,0,71,0,0.76,0.42,0.5,0.11,0.04,0.11
83,107.18,0,2020-04-05,5 avr 2020,0,0,96,0,2.56,0.58,3.11,0.47,0.05,0.19
84,56.61,0,2020-04-05,5 avr 2020,0,0,96,0,1.54,0.42,2.07,0.37,0.05,0.3
85,68.02,0,2020-04-05,5 avr 2020,0,0,101,0,1.13,0.34,0.91,0.29,0.03,0.16
86,43.81,0,2020-04-05,5 avr 2020,0,0,64,0,1.44,0.66,1.28,0.43,0.05,0.16
87,37.42,0,2020-04-05,5 avr 2020,0,0,64,0,1.98,0.53,1.28,0.29,0.05,0.13
88,36.49,0,2020-04-05,5 avr 2020,0,0,204,0,7.59,1.04,7.15,4.33,0.49,0.6
89,33.83,0,2020-04-05,5 avr 2020,0,0,149,0,3.04,0.59,2.51,0.74,0.15,0.38
90,14.45,0,2020-04-05,5 avr 2020,0,0,149,0,15.36,2.98,16.47,7.4,0.35,1.73
91,131.37,0,2020-04-05,5 avr 2020,0,0,233,0,9.18,1.8,4.23,1.55,0.18,0.56
92,161.28,0,2020-04-05,5 avr 2020,0,0,233,0,12.32,2.83,9.24,2.99,0.37,1.04
93,164.61,0,2020-04-05,5 avr 2020,0,0,233,0,9.84,1.52,6.07,3,0.44,0.7
94,140.12,0,2020-04-05,5 avr 2020,0,0,233,0,15.94,2.41,7.63,3.74,0.39,0.66
95,124.27,0,2020-04-05,5 avr 2020,0,0,233,0,7.61,1.51,8.2,2.93,0.34,0.73
971,39.07,0,2020-04-05,5 avr 2020,0,0,74,0,1.02,0.51,1.28,0.26,0.05,0.15
972,37.12,0,2020-04-05,5 avr 2020,0,0,81,0,1.48,0.57,1.35,0.13,0.03,0.11
973,28.16,0,2020-04-05,5 avr 2020,0,0,8,0,0.32,0.04,0.46,0,0,0.14
974,86.58,0,2020-04-05,5 avr 2020,0,0,8,0,0.52,0.05,0.81,0,0,0.14
976,25.92,0,2020-04-05,5 avr 2020,0,0,67,0,0.77,0.15,1,0.12,0.04,0.31
1,64.97,0,2020-04-12,12 avr 2020,0,0,121,0,2.66,0.46,2.79,0.92,0.09,0.43
2,53.43,0,2020-04-12,12 avr 2020,0,0,125,0,5.35,0.88,6.64,3.14,0.11,0.47
3,33.90,0,2020-04-12,12 avr 2020,0,0,121,0,1.83,0.62,2.65,0.65,0.09,0.18
4,16.17,0,2020-04-12,12 avr 2020,0,0,95,0,2.29,0.31,4.7,0.37,0.06,0.49
5,14.16,0,2020-04-12,12 avr 2020,0,0,95,0,3.46,0.92,6,0.42,0.07,0.35
6,108.06,0,2020-04-12,12 avr 2020,0,0,95,0,2.61,0.74,3.04,0.9,0.07,0.27
7,32.86,0,2020-04-12,12 avr 2020,0,0,121,0,3.35,0.76,6.79,1.49,0.09,0.33
8,27.13,0,2020-04-12,12 avr 2020,0,0,189,0,2.91,0.66,3.43,1.18,0.18,0.33
9,15.23,0,2020-04-12,12 avr 2020,0,0,62,0,1.18,0.26,1.25,0.13,0.07,0.26
10,31.16,0,2020-04-12,12 avr 2020,0,0,189,0,8.79,0.87,7.83,2.37,0.16,0.58
11,37.02,0,2020-04-12,12 avr 2020,0,0,62,0,2.46,0.38,3.4,1.13,0.05,0.27
12,28.11,0,2020-04-12,12 avr 2020,0,0,62,0,2.31,0.21,2.45,0.68,0.04,0.14
13,204.39,0,2020-04-12,12 avr 2020,0,0,95,0,5.78,1.32,7.83,1.21,0.09,0.42
14,69.58,0,2020-04-12,12 avr 2020,0,0,79,0,2.33,0.73,1.9,0.7,0.07,0.14
15,14.42,0,2020-04-12,12 avr 2020,0,0,121,0,2.01,0.62,1.39,0,0,0.35
16,35.20,0,2020-04-12,12 avr 2020,0,0,63,0,0.4,0.17,0.97,0.26,0.03,0.06
17,64.82,0,2020-04-12,12 avr 2020,0,0,63,0,1.45,0.32,1.1,0.43,0.03,0.06
18,30.48,0,2020-04-12,12 avr 2020,0,0,109,0,2.56,0.46,1.57,1.35,0.13,0.2
19,24.19,0,2020-04-12,12 avr 2020,0,0,63,0,2.52,0.54,1.94,0.83,0.08,0.12
21,53.68,0,2020-04-12,12 avr 2020,0,0,144,0,7.28,1.51,8.72,2.96,0.26,0.43
22,59.87,0,2020-04-12,12 avr 2020,0,0,74,0,1.29,0.2,1.42,0.38,0.03,0.13
23,11.87,0,2020-04-12,12 avr 2020,0,0,63,0,2.86,1.26,1.18,0.42,0.08,0.25
24,41.26,0,2020-04-12,12 avr 2020,0,0,63,0,1.33,0.17,0.95,0.12,0.05,0.07
25,54.09,0,2020-04-12,12 avr 2020,0,0,144,0,4.33,1.39,6.16,1.72,0.15,0.41
26,51.62,0,2020-04-12,12 avr 2020,0,0,121,0,4.57,1.12,5.54,1.94,0.1,0.41
27,61.02,0,2020-04-12,12 avr 2020,0,0,79,0,1.57,0.11,1.13,0.82,0.1,0.13
28,43.40,0,2020-04-12,12 avr 2020,0,0,109,0,5.85,0.6,5.32,1.43,0.21,0.83
29,91.05,0,2020-04-12,12 avr 2020,0,0,74,0,1.35,0.42,1.13,0.33,0.04,0.09
2A,15.99,0,2020-04-12,12 avr 2020,0,0,89,0,4.44,1,4.25,2.31,0.13,0.5
2B,17.79,0,2020-04-12,12 avr 2020,0,0,89,0,0.84,0.11,4.38,0.28,0.11,0.17
30,74.82,0,2020-04-12,12 avr 2020,0,0,62,0,1.62,0.53,1.82,0.43,0.04,0.2
31,138.84,0,2020-04-12,12 avr 2020,0,0,62,0,1.76,0.71,2.51,0.24,0.02,0.22
32,19.13,0,2020-04-12,12 avr 2020,0,0,62,0,2.2,0.21,1.52,0.58,0.05,0.26
33,161.08,0,2020-04-12,12 avr 2020,0,0,63,0,1.97,0.64,3,0.53,0.04,0.16
34,116.00,0,2020-04-12,12 avr 2020,0,0,62,0,1.71,0.5,4,0.78,0.06,0.18
35,107.39,0,2020-04-12,12 avr 2020,0,0,74,0,1.83,0.34,1.9,0.52,0.05,0.16
36,21.85,0,2020-04-12,12 avr 2020,0,0,109,0,4.53,0.41,1.74,1.88,0.27,0.37
37,61.11,0,2020-04-12,12 avr 2020,0,0,109,0,3.21,0.95,2.47,0.79,0.05,0.25
38,127.28,0,2020-04-12,12 avr 2020,0,0,121,0,2,0.41,2.29,0.51,0.05,0.16
39,25.94,0,2020-04-12,12 avr 2020,0,0,144,0,5.59,0.69,3.62,1.43,0.12,0.42
40,41.18,0,2020-04-12,12 avr 2020,0,0,63,0,0.78,0.29,0.85,0.24,0.02,0.02
41,33.26,0,2020-04-12,12 avr 2020,0,0,109,0,3.28,0.54,2.35,0.93,0.09,0.18
42,76.25,0,2020-04-12,12 avr 2020,0,0,121,0,6.47,1.35,5.84,1.82,0.13,0.41
43,22.74,0,2020-04-12,12 avr 2020,0,0,121,0,1.72,0.31,2.73,0.26,0.04,0.22
44,141.33,0,2020-04-12,12 avr 2020,0,0,92,0,2.12,0.46,2.07,0.65,0.05,0.11
45,68.15,0,2020-04-12,12 avr 2020,0,0,109,0,4.36,1.13,4.5,0.78,0.06,0.41
46,17.15,0,2020-04-12,12 avr 2020,0,0,62,0,1.4,0.58,5.25,0.41,0.12,1.52
47,33.32,0,2020-04-12,12 avr 2020,0,0,63,0,0.96,0.18,0.96,0.15,0.03,0.18
48,7.55,0,2020-04-12,12 avr 2020,0,0,62,0,0.79,0.13,1.59,0,0,0.13
49,82.07,0,2020-04-12,12 avr 2020,0,0,92,0,2.83,0.57,3.73,0.89,0.07,0.28
50,49.70,0,2020-04-12,12 avr 2020,0,0,79,0,1.57,0.4,1.39,0.6,0.1,0.1
51,57.33,0,2020-04-12,12 avr 2020,0,0,189,0,6.89,1.06,9.56,3.05,0.24,0.59
52,17.51,0,2020-04-12,12 avr 2020,0,0,189,0,5.88,1.31,6.23,2.74,0.11,0.69
53,30.63,0,2020-04-12,12 avr 2020,0,0,92,0,3,0.36,1.83,0.85,0.13,0.16
54,73.31,0,2020-04-12,12 avr 2020,0,0,189,0,6.94,2.03,7.56,3,0.18,0.57
55,18.74,0,2020-04-12,12 avr 2020,0,0,189,0,8.11,1.17,12.22,3.52,0.48,0.69
56,75.35,0,2020-04-12,12 avr 2020,0,0,74,0,1.75,0.46,3.12,0.96,0.07,0.15
57,103.86,0,2020-04-12,12 avr 2020,0,0,189,0,10.31,1.58,10.75,5.39,0.17,0.69
58,20.59,0,2020-04-12,12 avr 2020,0,0,144,0,3.06,0.53,1.36,0.68,0.19,0.19
59,261.39,0,2020-04-12,12 avr 2020,0,0,125,0,3.76,1.02,3.65,1.36,0.08,0.36
60,82.98,0,2020-04-12,12 avr 2020,0,0,125,0,5.95,0.88,6.58,3.15,0.16,0.41
61,28.25,0,2020-04-12,12 avr 2020,0,0,79,0,2.62,0.5,4.5,0.81,0.11,0.28
62,147.51,0,2020-04-12,12 avr 2020,0,0,125,0,3.33,0.71,3.57,1,0.12,0.31
63,65.52,0,2020-04-12,12 avr 2020,0,0,121,0,1.22,0.41,1.45,0.37,0.05,0.09
64,67.72,0,2020-04-12,12 avr 2020,0,0,63,0,1.37,0.38,1.83,0.3,0.03,0.18
65,22.75,0,2020-04-12,12 avr 2020,0,0,62,0,3.69,0.26,2.99,0.62,0.09,0.26
66,48.21,0,2020-04-12,12 avr 2020,0,0,62,0,1.64,0.56,4.9,0.5,0.02,0.25
67,112.53,0,2020-04-12,12 avr 2020,0,0,189,0,9.97,2.32,11.65,3.77,0.16,0.89
68,76.76,0,2020-04-12,12 avr 2020,0,0,189,0,13.56,1.85,19.87,8.23,0.31,1.24
69,187.81,0,2020-04-12,12 avr 2020,0,0,121,0,6.67,1.34,7.23,2.08,0.1,0.47
70,23.43,0,2020-04-12,12 avr 2020,0,0,144,0,4.1,0.77,5.55,2.48,0.21,0.77
71,55.31,0,2020-04-12,12 avr 2020,0,0,144,0,3.65,0.61,5.71,2.1,0.16,0.34
72,56.69,0,2020-04-12,12 avr 2020,0,0,92,0,2.73,0.41,3.18,0.64,0.11,0.35
73,43.38,0,2020-04-12,12 avr 2020,0,0,121,0,2.56,0.58,5.86,0.74,0.09,0.39
74,82.97,0,2020-04-12,12 avr 2020,0,0,121,0,3.56,0.88,5.93,1.27,0.11,0.36
75,216.85,0,2020-04-12,12 avr 2020,0,0,229,0,15.13,3.72,13.5,5.35,0.24,0.78
76,125.70,0,2020-04-12,12 avr 2020,0,0,79,0,2.55,0.79,3.12,0.91,0.04,0.21
77,142.27,0,2020-04-12,12 avr 2020,0,0,229,0,5.94,1.47,8.77,2.47,0.2,0.89
78,143.84,0,2020-04-12,12 avr 2020,0,0,229,0,7.44,1.31,7.68,2.32,0.12,0.76
79,37.57,0,2020-04-12,12 avr 2020,0,0,63,0,0.98,0.19,0.8,0.32,0.05,0.11
80,57.02,0,2020-04-12,12 avr 2020,0,0,125,0,6.45,1.25,6.33,2.54,0.11,0.46
81,39.24,0,2020-04-12,12 avr 2020,0,0,62,0,1.15,0.48,1.5,0.38,0.05,0.1
82,26.26,0,2020-04-12,12 avr 2020,0,0,62,0,0.72,0.38,0.99,0.11,0,0.19
83,107.18,0,2020-04-12,12 avr 2020,0,0,95,0,2.99,0.5,4.22,0.77,0.07,0.28
84,56.61,0,2020-04-12,12 avr 2020,0,0,95,0,1.4,0.34,2.49,0.42,0.02,0.11
85,68.02,0,2020-04-12,12 avr 2020,0,0,92,0,1.16,0.31,1.53,0.37,0.04,0.25
86,43.81,0,2020-04-12,12 avr 2020,0,0,63,0,1.62,0.66,1.62,0.57,0.07,0.16
87,37.42,0,2020-04-12,12 avr 2020,0,0,63,0,2.08,0.48,1.82,0.43,0.05,0.16
88,36.49,0,2020-04-12,12 avr 2020,0,0,189,0,7.59,0.85,8.99,5.23,0.27,0.55
89,33.83,0,2020-04-12,12 avr 2020,0,0,144,0,2.87,0.62,3.34,1.09,0.12,0.44
90,14.45,0,2020-04-12,12 avr 2020,0,0,144,0,15.85,2.56,21.18,9,0.48,1.45
91,131.37,0,2020-04-12,12 avr 2020,0,0,229,0,9.37,1.8,6.27,2.32,0.21,0.54
92,161.28,0,2020-04-12,12 avr 2020,0,0,229,0,12.55,2.8,12.43,4.1,0.22,0.7
93,164.61,0,2020-04-12,12 avr 2020,0,0,229,0,9.95,1.49,9.38,4.13,0.28,0.77
94,140.12,0,2020-04-12,12 avr 2020,0,0,229,0,16.26,2.46,11.09,5.15,0.29,0.83
95,124.27,0,2020-04-12,12 avr 2020,0,0,229,0,7.73,1.45,10.86,3.62,0.14,0.67
971,39.07,0,2020-04-12,12 avr 2020,0,0,70,0,1.05,0.49,1.56,0.28,0.03,0.18
972,37.12,0,2020-04-12,12 avr 2020,0,0,65,0,1.08,0.46,1.62,0.19,0.03,0.11
973,28.16,0,2020-04-12,12 avr 2020,0,0,15,0,0.67,0.07,0.89,0,0,0.36
974,86.58,0,2020-04-12,12 avr 2020,0,0,8,0,0.32,0.05,1.03,0,0,0.08
976,25.92,0,2020-04-12,12 avr 2020,0,0,100,0,0.93,0.23,1.58,0.15,0.04,0.39
1,64.97,0,2020-04-19,19 avr 2020,0,0,103,0,2.65,0.37,3.52,1.15,0.06,0.23
2,53.43,0,2020-04-19,19 avr 2020,0,0,108,0,5.69,0.88,11.19,3.67,0.24,1.68
3,33.90,0,2020-04-19,19 avr 2020,0,0,103,0,1.83,0.53,3.33,0.71,0.03,0.27
4,16.17,0,2020-04-19,19 avr 2020,0,0,77,0,2.78,0.19,6.12,0.43,0.06,0.49
5,14.16,0,2020-04-19,19 avr 2020,0,0,77,0,2.9,0.71,6.57,0.42,0,0.21
6,108.06,0,2020-04-19,19 avr 2020,0,0,77,0,2.58,0.51,3.71,1.13,0.08,0.13
7,32.86,0,2020-04-19,19 avr 2020,0,0,103,0,3.38,0.79,7.88,1.73,0.09,0.3
8,27.13,0,2020-04-19,19 avr 2020,0,0,160,0,2.47,0.59,3.91,1.58,0.18,0.22
9,15.23,0,2020-04-19,19 avr 2020,0,0,52,0,0.85,0.13,1.64,0.13,0,0.26
