id,dep,jour,jour_fr,indic_hosp,indic_rea,indic_rad,indic_dc
402020-07-050,40,2020-07-05,5 juil 2020,0,0,0,0
412020-07-050,41,2020-07-05,5 juil 2020,0,0,0,0
422020-07-050,42,2020-07-05,5 juil 2020,0,0,0,0
432020-07-050,43,2020-07-05,5 juil 2020,0,0,0,0
442020-07-050,44,2020-07-05,5 juil 2020,0,0,0,0
452020-07-050,45,2020-07-05,5 juil 2020,1,0,1,0
462020-07-050,46,2020-07-05,5 juil 2020,0,0,0,0
472020-07-050,47,2020-07-05,5 juil 2020,0,0,0,0
482020-07-050,48,2020-07-05,5 juil 2020,0,0,0,0
492020-07-050,49,2020-07-05,5 juil 2020,0,0,0,0
502020-07-050,50,2020-07-05,5 juil 2020,0,0,0,0
512020-07-050,51,2020-07-05,5 juil 2020,0,0,0,0
522020-07-050,52,2020-07-05,5 juil 2020,0,0,0,0
532020-07-050,53,2020-07-05,5 juil 2020,0,0,0,0
542020-07-050,54,2020-07-05,5 juil 2020,0,0,0,0
552020-07-050,55,2020-07-05,5 juil 2020,0,0,0,0
562020-07-050,56,2020-07-05,5 juil 2020,0,0,0,0
572020-07-050,57,2020-07-05,5 juil 2020,0,0,0,0
582020-07-050,58,2020-07-05,5 juil 2020,0,0,0,0
592020-07-050,59,2020-07-05,5 juil 2020,0,0,0,0
602020-07-050,60,2020-07-05,5 juil 2020,0,0,0,0
612020-07-050,61,2020-07-05,5 juil 2020,0,0,0,0
622020-07-050,62,2020-07-05,5 juil 2020,0,0,0,0
632020-07-050,63,2020-07-05,5 juil 2020,0,0,0,0
642020-07-050,64,2020-07-05,5 juil 2020,0,0,0,0
652020-07-050,65,2020-07-05,5 juil 2020,0,0,0,0
662020-07-050,66,2020-07-05,5 juil 2020,0,0,0,0
672020-07-050,67,2020-07-05,5 juil 2020,0,0,0,0
682020-07-050,68,2020-07-05,5 juil 2020,0,0,0,0
692020-07-050,69,2020-07-05,5 juil 2020,2,0,4,1
702020-07-050,70,2020-07-05,5 juil 2020,0,0,0,0
712020-07-050,71,2020-07-05,5 juil 2020,0,0,0,0
722020-07-050,72,2020-07-05,5 juil 2020,0,0,0,0
732020-07-050,73,2020-07-05,5 juil 2020,0,0,0,0
742020-07-050,74,2020-07-05,5 juil 2020,0,0,0,0
752020-07-050,75,2020-07-05,5 juil 2020,0,0,0,0
762020-07-050,76,2020-07-05,5 juil 2020,0,0,0,0
772020-07-050,77,2020-07-05,5 juil 2020,0,0,0,0
782020-07-050,78,2020-07-05,5 juil 2020,0,0,0,0
792020-07-050,79,2020-07-05,5 juil 2020,0,0,0,0
802020-07-050,80,2020-07-05,5 juil 2020,0,0,0,0
812020-07-050,81,2020-07-05,5 juil 2020,0,0,0,0
822020-07-050,82,2020-07-05,5 juil 2020,0,0,0,0
832020-07-050,83,2020-07-05,5 juil 2020,0,0,0,0
842020-07-050,84,2020-07-05,5 juil 2020,0,0,1,0
852020-07-050,85,2020-07-05,5 juil 2020,0,0,0,0
862020-07-050,86,2020-07-05,5 juil 2020,0,0,0,0
872020-07-050,87,2020-07-05,5 juil 2020,0,0,0,0
882020-07-050,88,2020-07-05,5 juil 2020,0,0,0,0
892020-07-050,89,2020-07-05,5 juil 2020,0,0,0,0
902020-07-050,90,2020-07-05,5 juil 2020,0,0,0,0
912020-07-050,91,2020-07-05,5 juil 2020,0,0,0,0
922020-07-050,92,2020-07-05,5 juil 2020,1,1,0,0
932020-07-050,93,2020-07-05,5 juil 2020,1,1,2,0
942020-07-050,94,2020-07-05,5 juil 2020,0,0,0,0
952020-07-050,95,2020-07-05,5 juil 2020,0,0,0,0
9712020-07-050,971,2020-07-05,5 juil 2020,0,0,0,0
9722020-07-050,972,2020-07-05,5 juil 2020,0,0,0,0
9732020-07-050,973,2020-07-05,5 juil 2020,12,3,10,1
9742020-07-050,974,2020-07-05,5 juil 2020,3,0,1,0
9762020-07-050,976,2020-07-05,5 juil 2020,1,0,0,0
012020-07-060,1,2020-07-06,6 juil 2020,1,0,0,0
022020-07-060,2,2020-07-06,6 juil 2020,0,0,2,0
032020-07-060,3,2020-07-06,6 juil 2020,0,0,0,0
042020-07-060,4,2020-07-06,6 juil 2020,0,0,1,0
052020-07-060,5,2020-07-06,6 juil 2020,0,0,0,0
062020-07-060,6,2020-07-06,6 juil 2020,0,0,0,0
072020-07-060,7,2020-07-06,6 juil 2020,1,0,0,0
082020-07-060,8,2020-07-06,6 juil 2020,1,0,0,0
092020-07-060,9,2020-07-06,6 juil 2020,0,0,0,0
102020-07-060,10,2020-07-06,6 juil 2020,0,0,1,0
112020-07-060,11,2020-07-06,6 juil 2020,0,0,0,0
122020-07-060,12,2020-07-06,6 juil 2020,0,0,0,0
132020-07-060,13,2020-07-06,6 juil 2020,2,0,1,0
142020-07-060,14,2020-07-06,6 juil 2020,0,0,0,0
152020-07-060,15,2020-07-06,6 juil 2020,0,0,0,0
162020-07-060,16,2020-07-06,6 juil 2020,0,0,0,0
172020-07-060,17,2020-07-06,6 juil 2020,0,0,0,0
182020-07-060,18,2020-07-06,6 juil 2020,0,0,7,0
192020-07-060,19,2020-07-06,6 juil 2020,0,0,0,0
212020-07-060,21,2020-07-06,6 juil 2020,0,0,2,0
222020-07-060,22,2020-07-06,6 juil 2020,0,0,0,0
232020-07-060,23,2020-07-06,6 juil 2020,0,0,0,0
242020-07-060,24,2020-07-06,6 juil 2020,0,0,0,0
252020-07-060,25,2020-07-06,6 juil 2020,0,0,0,0
262020-07-060,26,2020-07-06,6 juil 2020,0,0,0,0
272020-07-060,27,2020-07-06,6 juil 2020,0,0,0,0
282020-07-060,28,2020-07-06,6 juil 2020,0,0,0,0
292020-07-060,29,2020-07-06,6 juil 2020,0,0,0,0
2A2020-07-060,2A,2020-07-06,6 juil 2020,0,0,1,0
2B2020-07-060,2B,2020-07-06,6 juil 2020,0,0,0,0
302020-07-060,30,2020-07-06,6 juil 2020,0,0,0,0
312020-07-060,31,2020-07-06,6 juil 2020,0,0,0,0
322020-07-060,32,2020-07-06,6 juil 2020,0,0,0,0
332020-07-060,33,2020-07-06,6 juil 2020,2,0,1,0
342020-07-060,34,2020-07-06,6 juil 2020,0,0,0,0
352020-07-060,35,2020-07-06,6 juil 2020,0,0,1,0
362020-07-060,36,2020-07-06,6 juil 2020,0,0,0,0
372020-07-060,37,2020-07-06,6 juil 2020,0,0,1,0
382020-07-060,38,2020-07-06,6 juil 2020,3,0,2,0
392020-07-060,39,2020-07-06,6 juil 2020,0,0,0,0
402020-07-060,40,2020-07-06,6 juil 2020,0,0,0,0
412020-07-060,41,2020-07-06,6 juil 2020,0,0,0,0
422020-07-060,42,2020-07-06,6 juil 2020,0,1,0,0
432020-07-060,43,2020-07-06,6 juil 2020,0,0,0,0
442020-07-060,44,2020-07-06,6 juil 2020,1,0,5,0
452020-07-060,45,2020-07-06,6 juil 2020,0,0,0,0
462020-07-060,46,2020-07-06,6 juil 2020,0,0,0,0
472020-07-060,47,2020-07-06,6 juil 2020,0,0,0,0
482020-07-060,48,2020-07-06,6 juil 2020,0,0,0,0
492020-07-060,49,2020-07-06,6 juil 2020,1,0,0,0
502020-07-060,50,2020-07-06,6 juil 2020,0,0,0,0
512020-07-060,51,2020-07-06,6 juil 2020,0,0,0,0
522020-07-060,52,2020-07-06,6 juil 2020,0,0,0,0
532020-07-060,53,2020-07-06,6 juil 2020,0,0,0,0
542020-07-060,54,2020-07-06,6 juil 2020,1,1,1,0
552020-07-060,55,2020-07-06,6 juil 2020,2,0,1,0
562020-07-060,56,2020-07-06,6 juil 2020,0,0,3,0
572020-07-060,57,2020-07-06,6 juil 2020,0,0,0,0
582020-07-060,58,2020-07-06,6 juil 2020,0,0,0,0
592020-07-060,59,2020-07-06,6 juil 2020,6,0,11,3
602020-07-060,60,2020-07-06,6 juil 2020,1,1,1,1
612020-07-060,61,2020-07-06,6 juil 2020,0,0,0,0
622020-07-060,62,2020-07-06,6 juil 2020,0,0,2,0
632020-07-060,63,2020-07-06,6 juil 2020,2,0,0,0
642020-07-060,64,2020-07-06,6 juil 2020,0,0,0,0
652020-07-060,65,2020-07-06,6 juil 2020,0,0,0,0
662020-07-060,66,2020-07-06,6 juil 2020,0,0,0,0
672020-07-060,67,2020-07-06,6 juil 2020,0,0,0,1
682020-07-060,68,2020-07-06,6 juil 2020,5,1,5,0
692020-07-060,69,2020-07-06,6 juil 2020,4,1,3,1
702020-07-060,70,2020-07-06,6 juil 2020,0,0,0,0
712020-07-060,71,2020-07-06,6 juil 2020,0,0,0,0
722020-07-060,72,2020-07-06,6 juil 2020,1,0,0,0
732020-07-060,73,2020-07-06,6 juil 2020,0,0,2,0
742020-07-060,74,2020-07-06,6 juil 2020,0,0,3,0
752020-07-060,75,2020-07-06,6 juil 2020,5,0,11,0
762020-07-060,76,2020-07-06,6 juil 2020,2,0,5,0
772020-07-060,77,2020-07-06,6 juil 2020,0,0,6,1
782020-07-060,78,2020-07-06,6 juil 2020,2,0,6,0
792020-07-060,79,2020-07-06,6 juil 2020,0,0,0,0
802020-07-060,80,2020-07-06,6 juil 2020,0,0,0,0
812020-07-060,81,2020-07-06,6 juil 2020,0,0,0,0
822020-07-060,82,2020-07-06,6 juil 2020,0,0,0,0
832020-07-060,83,2020-07-06,6 juil 2020,0,0,1,0
842020-07-060,84,2020-07-06,6 juil 2020,1,0,0,0
852020-07-060,85,2020-07-06,6 juil 2020,0,0,0,0
862020-07-060,86,2020-07-06,6 juil 2020,0,0,0,0
872020-07-060,87,2020-07-06,6 juil 2020,0,0,0,0
882020-07-060,88,2020-07-06,6 juil 2020,0,0,0,0
892020-07-060,89,2020-07-06,6 juil 2020,2,0,0,0
902020-07-060,90,2020-07-06,6 juil 2020,0,0,0,0
912020-07-060,91,2020-07-06,6 juil 2020,4,0,4,0
922020-07-060,92,2020-07-06,6 juil 2020,1,0,11,1
932020-07-060,93,2020-07-06,6 juil 2020,13,1,4,1
942020-07-060,94,2020-07-06,6 juil 2020,2,0,3,0
952020-07-060,95,2020-07-06,6 juil 2020,4,1,2,1
9712020-07-060,971,2020-07-06,6 juil 2020,0,0,0,0
9722020-07-060,972,2020-07-06,6 juil 2020,0,0,0,0
9732020-07-060,973,2020-07-06,6 juil 2020,26,2,15,3
9742020-07-060,974,2020-07-06,6 juil 2020,1,1,0,0
9762020-07-060,976,2020-07-06,6 juil 2020,1,0,5,0
012020-07-070,1,2020-07-07,7 juil 2020,0,1,1,0
022020-07-070,2,2020-07-07,7 juil 2020,4,0,10,2
032020-07-070,3,2020-07-07,7 juil 2020,0,0,0,0
042020-07-070,4,2020-07-07,7 juil 2020,0,0,0,0
052020-07-070,5,2020-07-07,7 juil 2020,0,0,0,0
062020-07-070,6,2020-07-07,7 juil 2020,0,0,1,0
072020-07-070,7,2020-07-07,7 juil 2020,0,0,0,0
082020-07-070,8,2020-07-07,7 juil 2020,0,0,0,0
092020-07-070,9,2020-07-07,7 juil 2020,0,0,0,0
102020-07-070,10,2020-07-07,7 juil 2020,0,0,0,0
112020-07-070,11,2020-07-07,7 juil 2020,0,0,0,0
122020-07-070,12,2020-07-07,7 juil 2020,0,0,0,0
132020-07-070,13,2020-07-07,7 juil 2020,2,0,6,0
142020-07-070,14,2020-07-07,7 juil 2020,1,0,0,0
152020-07-070,15,2020-07-07,7 juil 2020,0,0,0,0
162020-07-070,16,2020-07-07,7 juil 2020,0,0,0,0
172020-07-070,17,2020-07-07,7 juil 2020,0,0,1,0
182020-07-070,18,2020-07-07,7 juil 2020,0,0,0,0
192020-07-070,19,2020-07-07,7 juil 2020,0,0,0,0
212020-07-070,21,2020-07-07,7 juil 2020,0,0,2,1
222020-07-070,22,2020-07-07,7 juil 2020,0,0,0,0
232020-07-070,23,2020-07-07,7 juil 2020,0,0,0,0
242020-07-070,24,2020-07-07,7 juil 2020,0,0,0,0
252020-07-070,25,2020-07-07,7 juil 2020,2,0,0,0
262020-07-070,26,2020-07-07,7 juil 2020,0,0,0,0
272020-07-070,27,2020-07-07,7 juil 2020,0,0,0,0
282020-07-070,28,2020-07-07,7 juil 2020,0,0,1,0
292020-07-070,29,2020-07-07,7 juil 2020,1,0,0,0
2A2020-07-070,2A,2020-07-07,7 juil 2020,0,0,0,0
2B2020-07-070,2B,2020-07-07,7 juil 2020,0,0,0,0
302020-07-070,30,2020-07-07,7 juil 2020,0,0,0,0
312020-07-070,31,2020-07-07,7 juil 2020,1,1,4,0
322020-07-070,32,2020-07-07,7 juil 2020,0,0,0,0
332020-07-070,33,2020-07-07,7 juil 2020,1,0,3,0
342020-07-070,34,2020-07-07,7 juil 2020,2,0,0,0
352020-07-070,35,2020-07-07,7 juil 2020,0,0,1,0
362020-07-070,36,2020-07-07,7 juil 2020,0,0,0,0
372020-07-070,37,2020-07-07,7 juil 2020,0,0,0,0
382020-07-070,38,2020-07-07,7 juil 2020,0,0,0,0
392020-07-070,39,2020-07-07,7 juil 2020,1,0,2,0
402020-07-070,40,2020-07-07,7 juil 2020,0,0,1,0
412020-07-070,41,2020-07-07,7 juil 2020,0,0,0,0
422020-07-070,42,2020-07-07,7 juil 2020,0,0,0,0
432020-07-070,43,2020-07-07,7 juil 2020,0,0,0,0
442020-07-070,44,2020-07-07,7 juil 2020,0,0,0,0
452020-07-070,45,2020-07-07,7 juil 2020,0,0,0,0
462020-07-070,46,2020-07-07,7 juil 2020,0,0,0,0
472020-07-070,47,2020-07-07,7 juil 2020,0,0,0,0
482020-07-070,48,2020-07-07,7 juil 2020,0,0,0,0
492020-07-070,49,2020-07-07,7 juil 2020,2,0,1,0
502020-07-070,50,2020-07-07,7 juil 2020,0,0,0,0
512020-07-070,51,2020-07-07,7 juil 2020,0,0,3,0
522020-07-070,52,2020-07-07,7 juil 2020,0,0,0,0
532020-07-070,53,2020-07-07,7 juil 2020,1,0,0,0
542020-07-070,54,2020-07-07,7 juil 2020,1,0,4,0
552020-07-070,55,2020-07-07,7 juil 2020,1,0,2,0
562020-07-070,56,2020-07-07,7 juil 2020,0,0,0,0
572020-07-070,57,2020-07-07,7 juil 2020,0,0,1,0
582020-07-070,58,2020-07-07,7 juil 2020,0,0,0,0
592020-07-070,59,2020-07-07,7 juil 2020,2,1,36,7
602020-07-070,60,2020-07-07,7 juil 2020,0,0,5,1
612020-07-070,61,2020-07-07,7 juil 2020,2,0,2,0
622020-07-070,62,2020-07-07,7 juil 2020,1,0,31,3
632020-07-070,63,2020-07-07,7 juil 2020,0,0,0,0
642020-07-070,64,2020-07-07,7 juil 2020,0,0,0,0
652020-07-070,65,2020-07-07,7 juil 2020,0,0,0,0
662020-07-070,66,2020-07-07,7 juil 2020,0,0,0,0
672020-07-070,67,2020-07-07,7 juil 2020,1,1,3,0
682020-07-070,68,2020-07-07,7 juil 2020,6,4,4,0
692020-07-070,69,2020-07-07,7 juil 2020,3,1,6,0
702020-07-070,70,2020-07-07,7 juil 2020,0,0,3,0
712020-07-070,71,2020-07-07,7 juil 2020,0,0,0,0
722020-07-070,72,2020-07-07,7 juil 2020,0,0,0,0
732020-07-070,73,2020-07-07,7 juil 2020,1,0,1,0
742020-07-070,74,2020-07-07,7 juil 2020,0,0,1,0
752020-07-070,75,2020-07-07,7 juil 2020,12,2,49,4
762020-07-070,76,2020-07-07,7 juil 2020,0,0,0,0
772020-07-070,77,2020-07-07,7 juil 2020,9,4,8,2
782020-07-070,78,2020-07-07,7 juil 2020,5,0,2,1
792020-07-070,79,2020-07-07,7 juil 2020,0,0,0,0
802020-07-070,80,2020-07-07,7 juil 2020,0,0,7,0
812020-07-070,81,2020-07-07,7 juil 2020,0,0,0,0
822020-07-070,82,2020-07-07,7 juil 2020,0,0,0,0
832020-07-070,83,2020-07-07,7 juil 2020,1,0,0,0
842020-07-070,84,2020-07-07,7 juil 2020,0,0,0,0
852020-07-070,85,2020-07-07,7 juil 2020,2,0,1,1
862020-07-070,86,2020-07-07,7 juil 2020,0,0,0,0
872020-07-070,87,2020-07-07,7 juil 2020,1,0,2,0
882020-07-070,88,2020-07-07,7 juil 2020,1,0,1,0
892020-07-070,89,2020-07-07,7 juil 2020,2,1,1,1
902020-07-070,90,2020-07-07,7 juil 2020,0,0,0,0
912020-07-070,91,2020-07-07,7 juil 2020,18,0,61,6
922020-07-070,92,2020-07-07,7 juil 2020,2,0,16,0
932020-07-070,93,2020-07-07,7 juil 2020,4,1,10,1
942020-07-070,94,2020-07-07,7 juil 2020,4,0,10,1
952020-07-070,95,2020-07-07,7 juil 2020,2,0,5,2
9712020-07-070,971,2020-07-07,7 juil 2020,0,0,0,0
9722020-07-070,972,2020-07-07,7 juil 2020,0,0,0,0
9732020-07-070,973,2020-07-07,7 juil 2020,24,4,19,1
9742020-07-070,974,2020-07-07,7 juil 2020,2,0,1,1
9762020-07-070,976,2020-07-07,7 juil 2020,2,0,8,0
012020-07-080,1,2020-07-08,8 juil 2020,0,0,2,1
022020-07-080,2,2020-07-08,8 juil 2020,1,1,18,0
032020-07-080,3,2020-07-08,8 juil 2020,0,0,0,0
042020-07-080,4,2020-07-08,8 juil 2020,0,0,0,0
052020-07-080,5,2020-07-08,8 juil 2020,0,0,0,0
062020-07-080,6,2020-07-08,8 juil 2020,0,0,1,0
072020-07-080,7,2020-07-08,8 juil 2020,1,0,2,0
082020-07-080,8,2020-07-08,8 juil 2020,0,0,0,0
092020-07-080,9,2020-07-08,8 juil 2020,0,0,0,0
102020-07-080,10,2020-07-08,8 juil 2020,1,1,2,0
112020-07-080,11,2020-07-08,8 juil 2020,0,0,0,0
122020-07-080,12,2020-07-08,8 juil 2020,0,0,0,0
132020-07-080,13,2020-07-08,8 juil 2020,8,3,10,0
142020-07-080,14,2020-07-08,8 juil 2020,0,0,1,0
152020-07-080,15,2020-07-08,8 juil 2020,0,0,0,0
162020-07-080,16,2020-07-08,8 juil 2020,0,0,0,0
172020-07-080,17,2020-07-08,8 juil 2020,0,0,0,0
182020-07-080,18,2020-07-08,8 juil 2020,0,0,1,0
192020-07-080,19,2020-07-08,8 juil 2020,0,0,0,0
212020-07-080,21,2020-07-08,8 juil 2020,1,0,0,0
222020-07-080,22,2020-07-08,8 juil 2020,0,0,0,0
232020-07-080,23,2020-07-08,8 juil 2020,0,0,0,0
242020-07-080,24,2020-07-08,8 juil 2020,1,0,1,0
252020-07-080,25,2020-07-08,8 juil 2020,0,0,0,0
262020-07-080,26,2020-07-08,8 juil 2020,0,0,0,0
272020-07-080,27,2020-07-08,8 juil 2020,0,0,0,0
282020-07-080,28,2020-07-08,8 juil 2020,0,0,7,1
292020-07-080,29,2020-07-08,8 juil 2020,1,0,0,0
2A2020-07-080,2A,2020-07-08,8 juil 2020,0,0,0,0
2B2020-07-080,2B,2020-07-08,8 juil 2020,0,0,0,0
302020-07-080,30,2020-07-08,8 juil 2020,0,0,0,0
312020-07-080,31,2020-07-08,8 juil 2020,0,0,0,0
322020-07-080,32,2020-07-08,8 juil 2020,0,0,0,0
332020-07-080,33,2020-07-08,8 juil 2020,0,0,1,0
342020-07-080,34,2020-07-08,8 juil 2020,0,0,1,0
352020-07-080,35,2020-07-08,8 juil 2020,0,0,0,0
362020-07-080,36,2020-07-08,8 juil 2020,0,0,0,0
372020-07-080,37,2020-07-08,8 juil 2020,0,0,3,0
382020-07-080,38,2020-07-08,8 juil 2020,0,0,1,0
392020-07-080,39,2020-07-08,8 juil 2020,1,0,1,0
402020-07-080,40,2020-07-08,8 juil 2020,0,0,0,0
412020-07-080,41,2020-07-08,8 juil 2020,1,0,0,0
422020-07-080,42,2020-07-08,8 juil 2020,0,0,7,0
432020-07-080,43,2020-07-08,8 juil 2020,0,0,0,0
442020-07-080,44,2020-07-08,8 juil 2020,0,0,0,0
452020-07-080,45,2020-07-08,8 juil 2020,0,0,4,0
462020-07-080,46,2020-07-08,8 juil 2020,0,0,0,0
472020-07-080,47,2020-07-08,8 juil 2020,0,0,0,0
482020-07-080,48,2020-07-08,8 juil 2020,0,0,0,0
492020-07-080,49,2020-07-08,8 juil 2020,0,0,3,0
502020-07-080,50,2020-07-08,8 juil 2020,0,0,0,0
512020-07-080,51,2020-07-08,8 juil 2020,0,0,0,0
522020-07-080,52,2020-07-08,8 juil 2020,1,0,1,0
532020-07-080,53,2020-07-08,8 juil 2020,2,2,0,0
542020-07-080,54,2020-07-08,8 juil 2020,0,1,4,1
552020-07-080,55,2020-07-08,8 juil 2020,0,0,0,0
562020-07-080,56,2020-07-08,8 juil 2020,0,0,0,0
572020-07-080,57,2020-07-08,8 juil 2020,0,0,2,0
582020-07-080,58,2020-07-08,8 juil 2020,0,0,1,0
592020-07-080,59,2020-07-08,8 juil 2020,6,0,54,16
602020-07-080,60,2020-07-08,8 juil 2020,1,0,12,0
612020-07-080,61,2020-07-08,8 juil 2020,0,0,0,0
622020-07-080,62,2020-07-08,8 juil 2020,1,0,0,0
632020-07-080,63,2020-07-08,8 juil 2020,0,0,1,0
642020-07-080,64,2020-07-08,8 juil 2020,0,0,0,0
652020-07-080,65,2020-07-08,8 juil 2020,0,0,0,0
662020-07-080,66,2020-07-08,8 juil 2020,0,0,0,0
672020-07-080,67,2020-07-08,8 juil 2020,1,0,12,0
682020-07-080,68,2020-07-08,8 juil 2020,4,0,7,1
692020-07-080,69,2020-07-08,8 juil 2020,1,1,2,0
702020-07-080,70,2020-07-08,8 juil 2020,0,0,0,0
712020-07-080,71,2020-07-08,8 juil 2020,2,1,3,0
722020-07-080,72,2020-07-08,8 juil 2020,0,0,0,0
732020-07-080,73,2020-07-08,8 juil 2020,2,2,0,0
742020-07-080,74,2020-07-08,8 juil 2020,1,0,2,0
752020-07-080,75,2020-07-08,8 juil 2020,1,2,15,3
762020-07-080,76,2020-07-08,8 juil 2020,0,1,3,0
772020-07-080,77,2020-07-08,8 juil 2020,0,0,6,1
782020-07-080,78,2020-07-08,8 juil 2020,5,0,4,0
792020-07-080,79,2020-07-08,8 juil 2020,0,0,0,0
802020-07-080,80,2020-07-08,8 juil 2020,1,0,13,3
812020-07-080,81,2020-07-08,8 juil 2020,0,0,0,0
822020-07-080,82,2020-07-08,8 juil 2020,0,0,0,0
832020-07-080,83,2020-07-08,8 juil 2020,0,1,0,0
842020-07-080,84,2020-07-08,8 juil 2020,0,0,1,0
852020-07-080,85,2020-07-08,8 juil 2020,0,0,0,0
862020-07-080,86,2020-07-08,8 juil 2020,0,0,0,0
872020-07-080,87,2020-07-08,8 juil 2020,0,0,0,0
882020-07-080,88,2020-07-08,8 juil 2020,0,0,0,0
892020-07-080,89,2020-07-08,8 juil 2020,0,0,2,0
902020-07-080,90,2020-07-08,8 juil 2020,0,0,0,0
912020-07-080,91,2020-07-08,8 juil 2020,2,0,3,0
922020-07-080,92,2020-07-08,8 juil 2020,0,0,35,0
932020-07-080,93,2020-07-08,8 juil 2020,2,1,21,3
942020-07-080,94,2020-07-08,8 juil 2020,2,0,36,3
952020-07-080,95,2020-07-08,8 juil 2020,0,0,3,0
9712020-07-080,971,2020-07-08,8 juil 2020,0,0,0,0
9722020-07-080,972,2020-07-08,8 juil 2020,0,0,0,1
9732020-07-080,973,2020-07-08,8 juil 2020,32,1,31,0
9742020-07-080,974,2020-07-08,8 juil 2020,0,0,2,0
9762020-07-080,976,2020-07-08,8 juil 2020,0,0,3,0
012020-07-090,1,2020-07-09,9 juil 2020,0,0,0,0
022020-07-090,2,2020-07-09,9 juil 2020,2,0,4,0
032020-07-090,3,2020-07-09,9 juil 2020,0,0,0,0
042020-07-090,4,2020-07-09,9 juil 2020,0,0,0,0
052020-07-090,5,2020-07-09,9 juil 2020,0,0,0,0
062020-07-090,6,2020-07-09,9 juil 2020,0,0,0,0
072020-07-090,7,2020-07-09,9 juil 2020,0,0,0,0
082020-07-090,8,2020-07-09,9 juil 2020,0,0,0,0
092020-07-090,9,2020-07-09,9 juil 2020,0,0,0,0
102020-07-090,10,2020-07-09,9 juil 2020,0,0,0,0
112020-07-090,11,2020-07-09,9 juil 2020,0,0,0,0
122020-07-090,12,2020-07-09,9 juil 2020,0,0,0,0
132020-07-090,13,2020-07-09,9 juil 2020,3,1,4,0
142020-07-090,14,2020-07-09,9 juil 2020,0,0,0,0
152020-07-090,15,2020-07-09,9 juil 2020,0,0,0,0
162020-07-090,16,2020-07-09,9 juil 2020,0,0,0,0
172020-07-090,17,2020-07-09,9 juil 2020,0,0,0,0
182020-07-090,18,2020-07-09,9 juil 2020,0,0,1,1
192020-07-090,19,2020-07-09,9 juil 2020,0,0,0,0
212020-07-090,21,2020-07-09,9 juil 2020,0,0,0,0
222020-07-090,22,2020-07-09,9 juil 2020,0,0,2,0
232020-07-090,23,2020-07-09,9 juil 2020,0,0,0,0
242020-07-090,24,2020-07-09,9 juil 2020,0,0,0,0
252020-07-090,25,2020-07-09,9 juil 2020,0,0,0,0
262020-07-090,26,2020-07-09,9 juil 2020,0,0,4,0
272020-07-090,27,2020-07-09,9 juil 2020,2,0,0,0
282020-07-090,28,2020-07-09,9 juil 2020,0,0,0,0
292020-07-090,29,2020-07-09,9 juil 2020,0,0,0,0
2A2020-07-090,2A,2020-07-09,9 juil 2020,0,0,0,0
2B2020-07-090,2B,2020-07-09,9 juil 2020,0,0,0,0
302020-07-090,30,2020-07-09,9 juil 2020,0,0,1,0
312020-07-090,31,2020-07-09,9 juil 2020,0,0,0,0
322020-07-090,32,2020-07-09,9 juil 2020,0,0,0,0
332020-07-090,33,2020-07-09,9 juil 2020,3,0,0,0
342020-07-090,34,2020-07-09,9 juil 2020,1,0,3,0
352020-07-090,35,2020-07-09,9 juil 2020,2,0,1,0
362020-07-090,36,2020-07-09,9 juil 2020,0,0,0,0
372020-07-090,37,2020-07-09,9 juil 2020,0,0,0,0
382020-07-090,38,2020-07-09,9 juil 2020,1,0,1,0
392020-07-090,39,2020-07-09,9 juil 2020,0,0,0,0
402020-07-090,40,2020-07-09,9 juil 2020,0,0,0,0
412020-07-090,41,2020-07-09,9 juil 2020,0,0,2,0
422020-07-090,42,2020-07-09,9 juil 2020,0,0,2,0
432020-07-090,43,2020-07-09,9 juil 2020,0,0,0,0
442020-07-090,44,2020-07-09,9 juil 2020,1,0,3,0
452020-07-090,45,2020-07-09,9 juil 2020,0,0,0,0
462020-07-090,46,2020-07-09,9 juil 2020,0,0,0,0
472020-07-090,47,2020-07-09,9 juil 2020,0,0,0,0
482020-07-090,48,2020-07-09,9 juil 2020,0,0,0,0
492020-07-090,49,2020-07-09,9 juil 2020,1,0,1,0
502020-07-090,50,2020-07-09,9 juil 2020,0,0,0,0
512020-07-090,51,2020-07-09,9 juil 2020,0,0,1,0
522020-07-090,52,2020-07-09,9 juil 2020,0,0,0,0
532020-07-090,53,2020-07-09,9 juil 2020,1,0,0,0
542020-07-090,54,2020-07-09,9 juil 2020,0,0,3,0
552020-07-090,55,2020-07-09,9 juil 2020,0,0,0,0
562020-07-090,56,2020-07-09,9 juil 2020,0,0,0,0
572020-07-090,57,2020-07-09,9 juil 2020,0,0,12,1
582020-07-090,58,2020-07-09,9 juil 2020,0,0,0,0
592020-07-090,59,2020-07-09,9 juil 2020,2,0,23,4
602020-07-090,60,2020-07-09,9 juil 2020,3,1,3,0
612020-07-090,61,2020-07-09,9 juil 2020,0,0,0,0
622020-07-090,62,2020-07-09,9 juil 2020,3,0,1,0
632020-07-090,63,2020-07-09,9 juil 2020,0,0,0,1
642020-07-090,64,2020-07-09,9 juil 2020,0,0,0,0
652020-07-090,65,2020-07-09,9 juil 2020,0,0,1,0
662020-07-090,66,2020-07-09,9 juil 2020,0,0,0,0
672020-07-090,67,2020-07-09,9 juil 2020,1,0,3,0
682020-07-090,68,2020-07-09,9 juil 2020,1,0,7,0
692020-07-090,69,2020-07-09,9 juil 2020,6,0,5,0
