id,dep,jour,jour_fr,indic_hosp,indic_rea,indic_rad,indic_dc
212020-07-300,21,2020-07-30,30 juil 2020,1,0,3,0
222020-07-300,22,2020-07-30,30 juil 2020,0,0,1,0
232020-07-300,23,2020-07-30,30 juil 2020,0,0,0,0
242020-07-300,24,2020-07-30,30 juil 2020,0,0,0,0
252020-07-300,25,2020-07-30,30 juil 2020,1,0,0,0
262020-07-300,26,2020-07-30,30 juil 2020,0,0,10,0
272020-07-300,27,2020-07-30,30 juil 2020,1,0,2,0
282020-07-300,28,2020-07-30,30 juil 2020,0,0,0,0
292020-07-300,29,2020-07-30,30 juil 2020,0,0,0,0
2A2020-07-300,2A,2020-07-30,30 juil 2020,0,0,0,0
2B2020-07-300,2B,2020-07-30,30 juil 2020,0,0,0,0
302020-07-300,30,2020-07-30,30 juil 2020,0,0,0,0
312020-07-300,31,2020-07-30,30 juil 2020,3,0,1,0
322020-07-300,32,2020-07-30,30 juil 2020,0,0,0,0
332020-07-300,33,2020-07-30,30 juil 2020,1,0,1,0
342020-07-300,34,2020-07-30,30 juil 2020,1,0,0,0
352020-07-300,35,2020-07-30,30 juil 2020,4,0,0,1
362020-07-300,36,2020-07-30,30 juil 2020,0,0,0,0
372020-07-300,37,2020-07-30,30 juil 2020,0,0,8,0
382020-07-300,38,2020-07-30,30 juil 2020,2,0,0,0
392020-07-300,39,2020-07-30,30 juil 2020,0,0,0,0
402020-07-300,40,2020-07-30,30 juil 2020,0,0,0,0
412020-07-300,41,2020-07-30,30 juil 2020,0,0,0,0
422020-07-300,42,2020-07-30,30 juil 2020,2,0,4,0
432020-07-300,43,2020-07-30,30 juil 2020,0,0,0,0
442020-07-300,44,2020-07-30,30 juil 2020,1,0,1,0
452020-07-300,45,2020-07-30,30 juil 2020,1,0,7,0
462020-07-300,46,2020-07-30,30 juil 2020,0,0,0,0
472020-07-300,47,2020-07-30,30 juil 2020,0,0,0,0
482020-07-300,48,2020-07-30,30 juil 2020,0,0,0,0
492020-07-300,49,2020-07-30,30 juil 2020,1,0,0,0
502020-07-300,50,2020-07-30,30 juil 2020,0,0,1,0
512020-07-300,51,2020-07-30,30 juil 2020,0,1,0,0
522020-07-300,52,2020-07-30,30 juil 2020,0,0,0,1
532020-07-300,53,2020-07-30,30 juil 2020,4,0,5,0
542020-07-300,54,2020-07-30,30 juil 2020,1,0,1,0
552020-07-300,55,2020-07-30,30 juil 2020,1,0,0,0
562020-07-300,56,2020-07-30,30 juil 2020,0,0,0,0
572020-07-300,57,2020-07-30,30 juil 2020,1,0,1,0
582020-07-300,58,2020-07-30,30 juil 2020,0,0,0,0
592020-07-300,59,2020-07-30,30 juil 2020,4,2,4,0
602020-07-300,60,2020-07-30,30 juil 2020,2,0,0,0
612020-07-300,61,2020-07-30,30 juil 2020,0,0,0,0
622020-07-300,62,2020-07-30,30 juil 2020,3,0,1,1
632020-07-300,63,2020-07-30,30 juil 2020,0,0,0,0
642020-07-300,64,2020-07-30,30 juil 2020,1,0,1,0
652020-07-300,65,2020-07-30,30 juil 2020,0,0,0,0
662020-07-300,66,2020-07-30,30 juil 2020,0,0,1,0
672020-07-300,67,2020-07-30,30 juil 2020,3,0,4,4
682020-07-300,68,2020-07-30,30 juil 2020,1,0,2,0
692020-07-300,69,2020-07-30,30 juil 2020,0,0,3,0
702020-07-300,70,2020-07-30,30 juil 2020,0,0,0,0
712020-07-300,71,2020-07-30,30 juil 2020,1,0,2,0
722020-07-300,72,2020-07-30,30 juil 2020,6,0,0,0
732020-07-300,73,2020-07-30,30 juil 2020,0,0,4,0
742020-07-300,74,2020-07-30,30 juil 2020,2,0,7,1
752020-07-300,75,2020-07-30,30 juil 2020,8,3,10,0
762020-07-300,76,2020-07-30,30 juil 2020,0,0,1,0
772020-07-300,77,2020-07-30,30 juil 2020,2,1,0,0
782020-07-300,78,2020-07-30,30 juil 2020,6,1,3,0
792020-07-300,79,2020-07-30,30 juil 2020,0,0,1,0
802020-07-300,80,2020-07-30,30 juil 2020,0,0,0,1
812020-07-300,81,2020-07-30,30 juil 2020,0,0,0,0
822020-07-300,82,2020-07-30,30 juil 2020,0,0,0,0
832020-07-300,83,2020-07-30,30 juil 2020,2,1,0,0
842020-07-300,84,2020-07-30,30 juil 2020,0,0,1,0
852020-07-300,85,2020-07-30,30 juil 2020,0,0,0,1
862020-07-300,86,2020-07-30,30 juil 2020,0,0,0,0
872020-07-300,87,2020-07-30,30 juil 2020,0,0,0,0
882020-07-300,88,2020-07-30,30 juil 2020,0,0,0,0
892020-07-300,89,2020-07-30,30 juil 2020,1,0,3,0
902020-07-300,90,2020-07-30,30 juil 2020,1,0,0,0
912020-07-300,91,2020-07-30,30 juil 2020,0,0,4,0
922020-07-300,92,2020-07-30,30 juil 2020,3,1,1,1
932020-07-300,93,2020-07-30,30 juil 2020,3,0,14,3
942020-07-300,94,2020-07-30,30 juil 2020,10,0,5,0
952020-07-300,95,2020-07-30,30 juil 2020,0,0,1,0
9712020-07-300,971,2020-07-30,30 juil 2020,0,0,0,0
9722020-07-300,972,2020-07-30,30 juil 2020,0,0,0,0
9732020-07-300,973,2020-07-30,30 juil 2020,18,3,30,0
9742020-07-300,974,2020-07-30,30 juil 2020,0,0,3,0
9762020-07-300,976,2020-07-30,30 juil 2020,1,0,6,0
012020-07-310,1,2020-07-31,31 juil 2020,0,0,0,0
022020-07-310,2,2020-07-31,31 juil 2020,3,0,2,0
032020-07-310,3,2020-07-31,31 juil 2020,0,0,0,0
042020-07-310,4,2020-07-31,31 juil 2020,0,0,0,0
052020-07-310,5,2020-07-31,31 juil 2020,0,0,0,0
062020-07-310,6,2020-07-31,31 juil 2020,4,0,1,0
072020-07-310,7,2020-07-31,31 juil 2020,0,0,1,0
082020-07-310,8,2020-07-31,31 juil 2020,0,0,0,0
092020-07-310,9,2020-07-31,31 juil 2020,0,0,0,0
102020-07-310,10,2020-07-31,31 juil 2020,0,0,1,0
112020-07-310,11,2020-07-31,31 juil 2020,0,0,0,0
122020-07-310,12,2020-07-31,31 juil 2020,2,1,0,0
132020-07-310,13,2020-07-31,31 juil 2020,8,1,14,1
142020-07-310,14,2020-07-31,31 juil 2020,2,0,1,0
152020-07-310,15,2020-07-31,31 juil 2020,0,0,2,0
162020-07-310,16,2020-07-31,31 juil 2020,0,0,0,0
172020-07-310,17,2020-07-31,31 juil 2020,0,0,0,0
182020-07-310,18,2020-07-31,31 juil 2020,0,0,1,0
192020-07-310,19,2020-07-31,31 juil 2020,0,0,0,0
212020-07-310,21,2020-07-31,31 juil 2020,0,0,0,0
222020-07-310,22,2020-07-31,31 juil 2020,0,0,1,0
232020-07-310,23,2020-07-31,31 juil 2020,0,0,0,0
242020-07-310,24,2020-07-31,31 juil 2020,0,0,0,0
252020-07-310,25,2020-07-31,31 juil 2020,0,0,0,0
262020-07-310,26,2020-07-31,31 juil 2020,0,0,1,0
272020-07-310,27,2020-07-31,31 juil 2020,0,0,1,0
282020-07-310,28,2020-07-31,31 juil 2020,1,1,14,2
292020-07-310,29,2020-07-31,31 juil 2020,0,0,2,0
2A2020-07-310,2A,2020-07-31,31 juil 2020,0,0,0,0
2B2020-07-310,2B,2020-07-31,31 juil 2020,0,0,0,0
302020-07-310,30,2020-07-31,31 juil 2020,0,0,0,0
312020-07-310,31,2020-07-31,31 juil 2020,2,0,0,0
322020-07-310,32,2020-07-31,31 juil 2020,0,0,0,0
332020-07-310,33,2020-07-31,31 juil 2020,1,0,1,0
342020-07-310,34,2020-07-31,31 juil 2020,0,0,1,0
352020-07-310,35,2020-07-31,31 juil 2020,1,1,3,0
362020-07-310,36,2020-07-31,31 juil 2020,0,0,0,0
372020-07-310,37,2020-07-31,31 juil 2020,0,0,2,0
382020-07-310,38,2020-07-31,31 juil 2020,0,0,0,0
392020-07-310,39,2020-07-31,31 juil 2020,0,0,0,0
402020-07-310,40,2020-07-31,31 juil 2020,0,0,0,0
412020-07-310,41,2020-07-31,31 juil 2020,1,0,0,0
422020-07-310,42,2020-07-31,31 juil 2020,2,0,1,0
432020-07-310,43,2020-07-31,31 juil 2020,0,0,0,0
442020-07-310,44,2020-07-31,31 juil 2020,0,0,0,0
452020-07-310,45,2020-07-31,31 juil 2020,0,0,0,0
462020-07-310,46,2020-07-31,31 juil 2020,0,0,0,0
472020-07-310,47,2020-07-31,31 juil 2020,0,0,0,0
482020-07-310,48,2020-07-31,31 juil 2020,0,0,0,0
492020-07-310,49,2020-07-31,31 juil 2020,2,0,1,0
502020-07-310,50,2020-07-31,31 juil 2020,0,0,0,0
512020-07-310,51,2020-07-31,31 juil 2020,0,0,0,0
522020-07-310,52,2020-07-31,31 juil 2020,0,0,0,1
532020-07-310,53,2020-07-31,31 juil 2020,0,0,0,0
542020-07-310,54,2020-07-31,31 juil 2020,5,0,2,0
552020-07-310,55,2020-07-31,31 juil 2020,0,0,0,0
562020-07-310,56,2020-07-31,31 juil 2020,0,0,1,0
572020-07-310,57,2020-07-31,31 juil 2020,0,0,2,1
582020-07-310,58,2020-07-31,31 juil 2020,0,0,0,0
592020-07-310,59,2020-07-31,31 juil 2020,9,0,11,1
602020-07-310,60,2020-07-31,31 juil 2020,1,0,1,1
612020-07-310,61,2020-07-31,31 juil 2020,1,0,1,0
622020-07-310,62,2020-07-31,31 juil 2020,2,1,5,1
632020-07-310,63,2020-07-31,31 juil 2020,0,0,0,0
642020-07-310,64,2020-07-31,31 juil 2020,0,0,0,0
652020-07-310,65,2020-07-31,31 juil 2020,0,0,0,0
662020-07-310,66,2020-07-31,31 juil 2020,0,0,1,0
672020-07-310,67,2020-07-31,31 juil 2020,2,0,4,0
682020-07-310,68,2020-07-31,31 juil 2020,0,0,2,0
692020-07-310,69,2020-07-31,31 juil 2020,5,0,10,0
702020-07-310,70,2020-07-31,31 juil 2020,0,0,0,0
712020-07-310,71,2020-07-31,31 juil 2020,0,0,0,0
722020-07-310,72,2020-07-31,31 juil 2020,3,1,0,0
732020-07-310,73,2020-07-31,31 juil 2020,1,0,0,0
742020-07-310,74,2020-07-31,31 juil 2020,0,0,1,0
752020-07-310,75,2020-07-31,31 juil 2020,4,1,5,0
762020-07-310,76,2020-07-31,31 juil 2020,1,0,0,1
772020-07-310,77,2020-07-31,31 juil 2020,18,2,7,1
782020-07-310,78,2020-07-31,31 juil 2020,4,0,18,0
792020-07-310,79,2020-07-31,31 juil 2020,0,0,0,0
802020-07-310,80,2020-07-31,31 juil 2020,0,0,0,0
812020-07-310,81,2020-07-31,31 juil 2020,0,0,0,0
822020-07-310,82,2020-07-31,31 juil 2020,0,0,0,0
832020-07-310,83,2020-07-31,31 juil 2020,0,0,0,0
842020-07-310,84,2020-07-31,31 juil 2020,0,0,0,0
852020-07-310,85,2020-07-31,31 juil 2020,0,0,0,0
862020-07-310,86,2020-07-31,31 juil 2020,0,0,0,0
872020-07-310,87,2020-07-31,31 juil 2020,1,0,0,0
882020-07-310,88,2020-07-31,31 juil 2020,0,0,0,0
892020-07-310,89,2020-07-31,31 juil 2020,0,1,0,0
902020-07-310,90,2020-07-31,31 juil 2020,1,0,0,0
912020-07-310,91,2020-07-31,31 juil 2020,1,1,2,0
922020-07-310,92,2020-07-31,31 juil 2020,25,0,25,0
932020-07-310,93,2020-07-31,31 juil 2020,4,1,10,1
942020-07-310,94,2020-07-31,31 juil 2020,12,2,4,0
952020-07-310,95,2020-07-31,31 juil 2020,5,0,18,0
9712020-07-310,971,2020-07-31,31 juil 2020,0,0,0,0
9722020-07-310,972,2020-07-31,31 juil 2020,0,0,0,0
9732020-07-310,973,2020-07-31,31 juil 2020,15,1,34,0
9742020-07-310,974,2020-07-31,31 juil 2020,1,1,0,0
9762020-07-310,976,2020-07-31,31 juil 2020,2,0,1,0
012020-08-010,1,2020-08-01,1 aout 2020,0,0,0,0
022020-08-010,2,2020-08-01,1 aout 2020,0,0,0,0
032020-08-010,3,2020-08-01,1 aout 2020,0,0,0,0
042020-08-010,4,2020-08-01,1 aout 2020,0,0,0,0
052020-08-010,5,2020-08-01,1 aout 2020,0,0,0,0
062020-08-010,6,2020-08-01,1 aout 2020,1,0,0,0
072020-08-010,7,2020-08-01,1 aout 2020,0,0,0,0
082020-08-010,8,2020-08-01,1 aout 2020,0,0,0,0
092020-08-010,9,2020-08-01,1 aout 2020,0,0,0,0
102020-08-010,10,2020-08-01,1 aout 2020,0,0,2,0
112020-08-010,11,2020-08-01,1 aout 2020,0,0,0,0
122020-08-010,12,2020-08-01,1 aout 2020,1,0,0,0
132020-08-010,13,2020-08-01,1 aout 2020,1,0,2,0
142020-08-010,14,2020-08-01,1 aout 2020,0,0,0,0
152020-08-010,15,2020-08-01,1 aout 2020,0,0,0,0
162020-08-010,16,2020-08-01,1 aout 2020,1,0,0,0
172020-08-010,17,2020-08-01,1 aout 2020,0,0,0,0
182020-08-010,18,2020-08-01,1 aout 2020,0,0,1,0
192020-08-010,19,2020-08-01,1 aout 2020,0,0,0,0
212020-08-010,21,2020-08-01,1 aout 2020,0,0,0,0
222020-08-010,22,2020-08-01,1 aout 2020,0,0,0,0
232020-08-010,23,2020-08-01,1 aout 2020,0,0,0,0
242020-08-010,24,2020-08-01,1 aout 2020,0,0,0,0
252020-08-010,25,2020-08-01,1 aout 2020,0,0,0,0
262020-08-010,26,2020-08-01,1 aout 2020,0,0,0,0
272020-08-010,27,2020-08-01,1 aout 2020,0,0,0,0
282020-08-010,28,2020-08-01,1 aout 2020,0,0,0,0
292020-08-010,29,2020-08-01,1 aout 2020,0,0,0,0
2A2020-08-010,2A,2020-08-01,1 aout 2020,0,0,0,0
2B2020-08-010,2B,2020-08-01,1 aout 2020,0,0,0,0
302020-08-010,30,2020-08-01,1 aout 2020,0,0,0,0
312020-08-010,31,2020-08-01,1 aout 2020,0,1,1,0
322020-08-010,32,2020-08-01,1 aout 2020,0,0,0,0
332020-08-010,33,2020-08-01,1 aout 2020,0,0,0,0
342020-08-010,34,2020-08-01,1 aout 2020,0,0,1,0
352020-08-010,35,2020-08-01,1 aout 2020,0,0,1,0
362020-08-010,36,2020-08-01,1 aout 2020,1,0,7,0
372020-08-010,37,2020-08-01,1 aout 2020,0,0,0,0
382020-08-010,38,2020-08-01,1 aout 2020,1,0,0,0
392020-08-010,39,2020-08-01,1 aout 2020,0,0,0,0
402020-08-010,40,2020-08-01,1 aout 2020,0,0,0,0
412020-08-010,41,2020-08-01,1 aout 2020,10,0,29,0
422020-08-010,42,2020-08-01,1 aout 2020,0,0,0,0
432020-08-010,43,2020-08-01,1 aout 2020,0,0,0,0
442020-08-010,44,2020-08-01,1 aout 2020,0,0,0,0
452020-08-010,45,2020-08-01,1 aout 2020,2,2,0,0
462020-08-010,46,2020-08-01,1 aout 2020,0,0,0,0
472020-08-010,47,2020-08-01,1 aout 2020,1,1,0,0
482020-08-010,48,2020-08-01,1 aout 2020,0,0,0,0
492020-08-010,49,2020-08-01,1 aout 2020,0,0,0,0
502020-08-010,50,2020-08-01,1 aout 2020,0,0,0,0
512020-08-010,51,2020-08-01,1 aout 2020,0,0,0,0
522020-08-010,52,2020-08-01,1 aout 2020,0,0,0,0
532020-08-010,53,2020-08-01,1 aout 2020,6,0,8,0
542020-08-010,54,2020-08-01,1 aout 2020,0,0,2,0
552020-08-010,55,2020-08-01,1 aout 2020,0,0,0,0
562020-08-010,56,2020-08-01,1 aout 2020,0,0,0,0
572020-08-010,57,2020-08-01,1 aout 2020,1,0,37,4
582020-08-010,58,2020-08-01,1 aout 2020,0,0,0,0
592020-08-010,59,2020-08-01,1 aout 2020,6,4,5,1
602020-08-010,60,2020-08-01,1 aout 2020,2,1,0,0
612020-08-010,61,2020-08-01,1 aout 2020,0,0,0,0
622020-08-010,62,2020-08-01,1 aout 2020,2,0,3,0
632020-08-010,63,2020-08-01,1 aout 2020,0,0,0,0
642020-08-010,64,2020-08-01,1 aout 2020,0,0,0,0
652020-08-010,65,2020-08-01,1 aout 2020,0,0,0,0
662020-08-010,66,2020-08-01,1 aout 2020,0,0,0,0
672020-08-010,67,2020-08-01,1 aout 2020,0,0,0,0
682020-08-010,68,2020-08-01,1 aout 2020,0,0,0,0
692020-08-010,69,2020-08-01,1 aout 2020,1,1,1,0
702020-08-010,70,2020-08-01,1 aout 2020,0,0,0,0
712020-08-010,71,2020-08-01,1 aout 2020,0,0,0,0
722020-08-010,72,2020-08-01,1 aout 2020,0,0,0,0
732020-08-010,73,2020-08-01,1 aout 2020,0,0,1,0
742020-08-010,74,2020-08-01,1 aout 2020,0,0,0,0
752020-08-010,75,2020-08-01,1 aout 2020,1,0,5,0
762020-08-010,76,2020-08-01,1 aout 2020,0,0,0,0
772020-08-010,77,2020-08-01,1 aout 2020,0,0,1,0
782020-08-010,78,2020-08-01,1 aout 2020,2,0,0,0
792020-08-010,79,2020-08-01,1 aout 2020,0,0,0,0
802020-08-010,80,2020-08-01,1 aout 2020,1,0,0,0
812020-08-010,81,2020-08-01,1 aout 2020,1,0,0,0
822020-08-010,82,2020-08-01,1 aout 2020,0,0,0,0
832020-08-010,83,2020-08-01,1 aout 2020,0,0,0,0
842020-08-010,84,2020-08-01,1 aout 2020,0,0,0,0
852020-08-010,85,2020-08-01,1 aout 2020,0,0,0,0
862020-08-010,86,2020-08-01,1 aout 2020,0,0,0,0
872020-08-010,87,2020-08-01,1 aout 2020,0,0,0,0
882020-08-010,88,2020-08-01,1 aout 2020,1,0,0,0
892020-08-010,89,2020-08-01,1 aout 2020,1,0,1,0
902020-08-010,90,2020-08-01,1 aout 2020,0,0,0,0
912020-08-010,91,2020-08-01,1 aout 2020,1,0,1,0
922020-08-010,92,2020-08-01,1 aout 2020,13,0,18,0
932020-08-010,93,2020-08-01,1 aout 2020,4,0,3,0
942020-08-010,94,2020-08-01,1 aout 2020,0,0,2,0
952020-08-010,95,2020-08-01,1 aout 2020,5,1,1,1
9712020-08-010,971,2020-08-01,1 aout 2020,0,0,1,0
9722020-08-010,972,2020-08-01,1 aout 2020,0,0,0,0
9732020-08-010,973,2020-08-01,1 aout 2020,10,0,15,0
9742020-08-010,974,2020-08-01,1 aout 2020,0,0,0,0
9762020-08-010,976,2020-08-01,1 aout 2020,0,0,0,0
012020-08-020,1,2020-08-02,2 aout 2020,0,0,0,0
022020-08-020,2,2020-08-02,2 aout 2020,1,1,0,0
032020-08-020,3,2020-08-02,2 aout 2020,0,0,0,0
042020-08-020,4,2020-08-02,2 aout 2020,0,0,0,0
052020-08-020,5,2020-08-02,2 aout 2020,0,0,0,0
062020-08-020,6,2020-08-02,2 aout 2020,1,0,0,0
072020-08-020,7,2020-08-02,2 aout 2020,0,0,0,0
082020-08-020,8,2020-08-02,2 aout 2020,0,0,0,0
092020-08-020,9,2020-08-02,2 aout 2020,0,0,0,0
102020-08-020,10,2020-08-02,2 aout 2020,0,0,0,0
112020-08-020,11,2020-08-02,2 aout 2020,0,0,0,0
122020-08-020,12,2020-08-02,2 aout 2020,0,0,0,0
132020-08-020,13,2020-08-02,2 aout 2020,2,0,2,0
142020-08-020,14,2020-08-02,2 aout 2020,0,0,0,0
152020-08-020,15,2020-08-02,2 aout 2020,0,0,0,0
162020-08-020,16,2020-08-02,2 aout 2020,0,0,2,0
172020-08-020,17,2020-08-02,2 aout 2020,0,0,0,0
182020-08-020,18,2020-08-02,2 aout 2020,0,0,0,0
192020-08-020,19,2020-08-02,2 aout 2020,0,0,0,0
212020-08-020,21,2020-08-02,2 aout 2020,0,0,0,0
222020-08-020,22,2020-08-02,2 aout 2020,0,0,0,0
232020-08-020,23,2020-08-02,2 aout 2020,0,0,0,0
242020-08-020,24,2020-08-02,2 aout 2020,0,0,0,0
252020-08-020,25,2020-08-02,2 aout 2020,0,0,0,0
262020-08-020,26,2020-08-02,2 aout 2020,0,0,0,0
272020-08-020,27,2020-08-02,2 aout 2020,0,0,0,0
282020-08-020,28,2020-08-02,2 aout 2020,0,0,0,0
292020-08-020,29,2020-08-02,2 aout 2020,0,0,0,0
2A2020-08-020,2A,2020-08-02,2 aout 2020,0,0,0,0
2B2020-08-020,2B,2020-08-02,2 aout 2020,0,0,0,0
302020-08-020,30,2020-08-02,2 aout 2020,0,0,0,0
312020-08-020,31,2020-08-02,2 aout 2020,0,0,0,0
322020-08-020,32,2020-08-02,2 aout 2020,0,0,0,0
332020-08-020,33,2020-08-02,2 aout 2020,0,0,0,0
342020-08-020,34,2020-08-02,2 aout 2020,0,0,0,0
352020-08-020,35,2020-08-02,2 aout 2020,0,0,0,0
362020-08-020,36,2020-08-02,2 aout 2020,0,0,0,0
372020-08-020,37,2020-08-02,2 aout 2020,0,0,0,0
382020-08-020,38,2020-08-02,2 aout 2020,0,0,0,0
392020-08-020,39,2020-08-02,2 aout 2020,0,0,0,0
402020-08-020,40,2020-08-02,2 aout 2020,0,0,0,0
412020-08-020,41,2020-08-02,2 aout 2020,0,0,0,0
422020-08-020,42,2020-08-02,2 aout 2020,0,0,0,0
432020-08-020,43,2020-08-02,2 aout 2020,0,0,0,0
442020-08-020,44,2020-08-02,2 aout 2020,0,0,0,0
452020-08-020,45,2020-08-02,2 aout 2020,1,0,1,0
462020-08-020,46,2020-08-02,2 aout 2020,0,0,0,0
472020-08-020,47,2020-08-02,2 aout 2020,0,0,0,0
482020-08-020,48,2020-08-02,2 aout 2020,0,0,0,0
492020-08-020,49,2020-08-02,2 aout 2020,0,0,0,0
502020-08-020,50,2020-08-02,2 aout 2020,0,0,0,0
512020-08-020,51,2020-08-02,2 aout 2020,0,0,0,0
522020-08-020,52,2020-08-02,2 aout 2020,0,0,0,0
532020-08-020,53,2020-08-02,2 aout 2020,0,0,0,0
542020-08-020,54,2020-08-02,2 aout 2020,0,0,0,0
552020-08-020,55,2020-08-02,2 aout 2020,0,0,0,0
562020-08-020,56,2020-08-02,2 aout 2020,0,0,0,0
572020-08-020,57,2020-08-02,2 aout 2020,0,0,0,0
582020-08-020,58,2020-08-02,2 aout 2020,0,0,0,0
592020-08-020,59,2020-08-02,2 aout 2020,0,0,0,0
602020-08-020,60,2020-08-02,2 aout 2020,0,1,0,0
612020-08-020,61,2020-08-02,2 aout 2020,0,0,0,0
622020-08-020,62,2020-08-02,2 aout 2020,0,0,0,0
632020-08-020,63,2020-08-02,2 aout 2020,0,0,0,0
642020-08-020,64,2020-08-02,2 aout 2020,0,0,0,0
652020-08-020,65,2020-08-02,2 aout 2020,0,0,0,0
662020-08-020,66,2020-08-02,2 aout 2020,0,0,0,0
672020-08-020,67,2020-08-02,2 aout 2020,0,0,0,0
682020-08-020,68,2020-08-02,2 aout 2020,0,0,0,0
692020-08-020,69,2020-08-02,2 aout 2020,2,1,1,0
702020-08-020,70,2020-08-02,2 aout 2020,0,0,0,0
712020-08-020,71,2020-08-02,2 aout 2020,0,0,0,0
722020-08-020,72,2020-08-02,2 aout 2020,0,0,0,0
732020-08-020,73,2020-08-02,2 aout 2020,0,0,0,0
742020-08-020,74,2020-08-02,2 aout 2020,0,0,0,0
752020-08-020,75,2020-08-02,2 aout 2020,1,0,1,1
762020-08-020,76,2020-08-02,2 aout 2020,0,0,0,0
772020-08-020,77,2020-08-02,2 aout 2020,0,0,1,0
782020-08-020,78,2020-08-02,2 aout 2020,0,0,0,0
792020-08-020,79,2020-08-02,2 aout 2020,0,0,0,0
802020-08-020,80,2020-08-02,2 aout 2020,1,0,0,0
812020-08-020,81,2020-08-02,2 aout 2020,0,0,0,0
822020-08-020,82,2020-08-02,2 aout 2020,0,0,0,0
832020-08-020,83,2020-08-02,2 aout 2020,1,0,0,0
842020-08-020,84,2020-08-02,2 aout 2020,0,0,0,0
852020-08-020,85,2020-08-02,2 aout 2020,0,0,0,0
862020-08-020,86,2020-08-02,2 aout 2020,0,0,0,0
872020-08-020,87,2020-08-02,2 aout 2020,0,0,0,0
882020-08-020,88,2020-08-02,2 aout 2020,0,0,0,0
892020-08-020,89,2020-08-02,2 aout 2020,0,0,0,0
902020-08-020,90,2020-08-02,2 aout 2020,0,0,0,0
912020-08-020,91,2020-08-02,2 aout 2020,0,0,0,0
922020-08-020,92,2020-08-02,2 aout 2020,1,0,0,0
932020-08-020,93,2020-08-02,2 aout 2020,3,0,0,0
942020-08-020,94,2020-08-02,2 aout 2020,0,0,0,0
952020-08-020,95,2020-08-02,2 aout 2020,0,0,3,0
9712020-08-020,971,2020-08-02,2 aout 2020,0,0,0,0
9722020-08-020,972,2020-08-02,2 aout 2020,0,0,0,0
9732020-08-020,973,2020-08-02,2 aout 2020,9,0,1,0
9742020-08-020,974,2020-08-02,2 aout 2020,1,0,0,0
9762020-08-020,976,2020-08-02,2 aout 2020,1,0,1,0
012020-08-030,1,2020-08-03,3 aout 2020,0,0,1,0
022020-08-030,2,2020-08-03,3 aout 2020,0,0,1,1
032020-08-030,3,2020-08-03,3 aout 2020,0,0,0,0
042020-08-030,4,2020-08-03,3 aout 2020,0,0,0,0
052020-08-030,5,2020-08-03,3 aout 2020,0,0,0,0
062020-08-030,6,2020-08-03,3 aout 2020,4,0,2,0
072020-08-030,7,2020-08-03,3 aout 2020,0,0,0,0
082020-08-030,8,2020-08-03,3 aout 2020,0,0,2,0
092020-08-030,9,2020-08-03,3 aout 2020,0,0,0,0
102020-08-030,10,2020-08-03,3 aout 2020,0,0,0,0
112020-08-030,11,2020-08-03,3 aout 2020,0,0,1,0
122020-08-030,12,2020-08-03,3 aout 2020,0,0,0,0
132020-08-030,13,2020-08-03,3 aout 2020,14,0,10,0
142020-08-030,14,2020-08-03,3 aout 2020,0,0,0,0
152020-08-030,15,2020-08-03,3 aout 2020,0,0,0,0
162020-08-030,16,2020-08-03,3 aout 2020,0,0,0,0
172020-08-030,17,2020-08-03,3 aout 2020,0,0,0,0
182020-08-030,18,2020-08-03,3 aout 2020,0,0,0,0
192020-08-030,19,2020-08-03,3 aout 2020,0,0,0,0
212020-08-030,21,2020-08-03,3 aout 2020,0,0,0,0
222020-08-030,22,2020-08-03,3 aout 2020,0,0,1,0
232020-08-030,23,2020-08-03,3 aout 2020,0,0,0,0
242020-08-030,24,2020-08-03,3 aout 2020,0,0,0,0
252020-08-030,25,2020-08-03,3 aout 2020,0,0,1,0
262020-08-030,26,2020-08-03,3 aout 2020,0,0,0,0
272020-08-030,27,2020-08-03,3 aout 2020,0,0,1,1
282020-08-030,28,2020-08-03,3 aout 2020,0,0,0,0
292020-08-030,29,2020-08-03,3 aout 2020,0,0,0,0
2A2020-08-030,2A,2020-08-03,3 aout 2020,0,0,0,0
2B2020-08-030,2B,2020-08-03,3 aout 2020,0,0,0,0
302020-08-030,30,2020-08-03,3 aout 2020,0,0,0,0
312020-08-030,31,2020-08-03,3 aout 2020,3,2,2,0
322020-08-030,32,2020-08-03,3 aout 2020,0,0,0,0
332020-08-030,33,2020-08-03,3 aout 2020,0,0,1,0
342020-08-030,34,2020-08-03,3 aout 2020,1,0,0,0
352020-08-030,35,2020-08-03,3 aout 2020,3,4,1,0
362020-08-030,36,2020-08-03,3 aout 2020,0,0,0,0
372020-08-030,37,2020-08-03,3 aout 2020,2,0,1,0
382020-08-030,38,2020-08-03,3 aout 2020,2,0,2,0
392020-08-030,39,2020-08-03,3 aout 2020,0,0,0,0
402020-08-030,40,2020-08-03,3 aout 2020,0,0,0,0
412020-08-030,41,2020-08-03,3 aout 2020,0,0,0,0
422020-08-030,42,2020-08-03,3 aout 2020,0,0,0,0
432020-08-030,43,2020-08-03,3 aout 2020,0,0,0,0
442020-08-030,44,2020-08-03,3 aout 2020,3,0,1,0
452020-08-030,45,2020-08-03,3 aout 2020,0,0,0,0
462020-08-030,46,2020-08-03,3 aout 2020,0,0,0,0
472020-08-030,47,2020-08-03,3 aout 2020,0,0,0,0
482020-08-030,48,2020-08-03,3 aout 2020,0,0,0,0
